congress,nomination_number,citation,source,source_year,source_month,nomination_date,latest_action_date,latest_action_text,nominee,position_title,organization,description,court
117,2439,PN2439,congress.gov_api,2025,7,2022-08-01,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Northern District of California,The Judiciary,"Araceli Martinez-Olguin, of California, to be United States District Judge for the Northern District of California, vice Jeffrey S. White, retired.",CA-N
117,2444,PN2444,congress.gov_api,2025,7,2022-08-01,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Attorney for the Eastern District of Tennessee,Department of Justice,"Casey T. Arrowood, of Tennessee, to be United States Attorney for the Eastern District of Tennessee for the term of four years, vice J. Douglas Overbey, resigned.",TN-E
117,2500,PN2500,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Central District of Illinois,The Judiciary,"Colleen R. Lawless, of Illinois, to be United States District Judge for the Central District of Illinois, vice Sue E. Myerscough, retiring.",IL-C
117,2504,PN2504,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of Michigan,The Judiciary,"Jonathan James Canada Grey, of Michigan, to be United States District Judge for the Eastern District of Michigan, vice Denise Page Hood, retired.",MI-E
117,2505,PN2505,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Circuit Judge for the Ninth Circuit,The Judiciary,"Anthony Devos Johnstone, of Montana, to be United States Circuit Judge for the Ninth Circuit, vice Sidney R. Thomas, retiring.",
117,2503,PN2503,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of New York,The Judiciary,"Arun Subramanian, of New York, to be United States District Judge for the Southern District of New York, vice Alison J. Nathan, elevated.",NY-S
117,2493,PN2493,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Circuit Judge for the Fourth Circuit,The Judiciary,"DeAndrea Gist Benjamin, of South Carolina, to be United States Circuit Judge for the Fourth Circuit, vice Henry F. Floyd, retired.",
117,2501,PN2501,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of Colorado,The Judiciary,"Gordon P. Gallagher, of Colorado, to be United States District Judge for the District of Colorado, vice William Joseph Martinez, retiring.",CO-None
117,2497,PN2497,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Marshal for the Northern District of Mississippi,Department of Justice,"Michael Purnell, of Mississippi, to be United States Marshal for the Northern District of Mississippi for the term of four years, vice Daniel R. McKittrick, term expired.",MS-N
117,2506,PN2506,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of New York,The Judiciary,"Ramon Ernesto Reyes, Jr., of New York, to be United States District Judge for the Eastern District of New York, vice Kiyo A. Matsumoto, retired.",NY-E
117,2498,PN2498,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Marshal for the Southern District of Mississippi,Department of Justice,"Dale L. Bell, of Mississippi, to be United States Marshal for the Southern District of Mississippi for the term of four years, vice Mark B. Shepherd.",MS-S
117,2499,PN2499,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Attorney for the Southern District of Mississippi,Department of Justice,"Todd Gee, of the District of Columbia, to be United States Attorney for the Southern District of Mississippi for the term of four years, vice D. Michael Hurst, Jr., term expired.",MS-S
117,2492,PN2492,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Circuit Judge for the Tenth Circuit,The Judiciary,"Jabari Brooks Wamble, of Kansas, to be United States Circuit Judge for the Tenth Circuit, vice Mary Beck Briscoe, retired.",
117,2502,PN2502,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Northern District of California,The Judiciary,"P. Casey Pitts, of California, to be United States District Judge for the Northern District of California, vice Lucy Haeran Koh, elevated.",CA-N
117,2507,PN2507,congress.gov_api,2025,7,2022-09-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of New York,The Judiciary,"Orelia Eleta Merchant, of New York, to be United States District Judge for the Eastern District of New York, vice William Francis Kuntz II, retired.",NY-E
117,2699,PN2699,congress.gov_api,2025,7,2022-11-14,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Attorney for the Southern District of Georgia,Department of Justice,"Jill E. Steinberg, of Georgia, to be United States Attorney for the Southern District of Georgia for the term of four years, vice Bobby L. Christine, resigned.",GA-S
117,2731,PN2731,congress.gov_api,2025,7,2022-11-15,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Marshal for the District of Montana,Department of Justice,"Craig J. Anderson, of Montana, to be United States Marshal for the District of Montana for the term of four years, vice Rodney D. Ostermiller, retired.",MT-None
117,2660,PN2660,congress.gov_api,2025,7,2022-09-19,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the International Broadcasting Advisory Board,International Broadcasting Advisory Board,"Jeffrey Gedmin, of the District of Columbia, to be a Member of the International Broadcasting Advisory Board for a term expiring January 1, 2025.  (New Position)",
117,2694,PN2694,congress.gov_api,2025,7,2022-11-14,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Commissioner of Internal Revenue,Department of the Treasury,"Daniel I. Werfel, of the District of Columbia, to be Commissioner of Internal Revenue for the term expiring November 12, 2027, vice Charles P. Rettig, term expired.",
117,2670,PN2670,congress.gov_api,2025,7,2022-09-27,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of Columbia,The Judiciary,"Todd E. Edelman, of the District of Columbia, to be United States District Judge for the District of Columbia, vice Florence Y. Pan, elevated.",
117,2663,PN2663,congress.gov_api,2025,7,2022-09-19,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Northern District of Illinois,The Judiciary,"Lindsay C. Jenkins, of Illinois, to be United States District Judge for the Northern District of Illinois, vice John Z. Lee, elevated.",IL-N
117,2733,PN2733,congress.gov_api,2025,7,2022-11-15,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Northern District of Mississippi,The Judiciary,"Scott Winston Colom, of Mississippi, to be United States District Judge for the Northern District of Mississippi, vice Michael P. Mills, retired.",MS-N
117,2664,PN2664,congress.gov_api,2025,7,2022-09-19,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of Washington,The Judiciary,"Charnelle Bjelkengren, of Washington, to be United States District Judge for the Eastern District of Washington, vice Salvador Mendoza, Jr., elevated.",WA-E
117,2735,PN2735,congress.gov_api,2025,7,2022-11-15,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Marshal for the District of Utah,Department of Justice,"Justin L. Martinez, of Utah, to be United States Marshal for the District of Utah for the term of four years, vice Matthew D. Harris, resigned.",UT-None
117,2734,PN2734,congress.gov_api,2025,7,2022-11-15,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Marshal for the Western District of Pennsylvania,Department of Justice,"Stephen K. Eberle, of Pennsylvania, to be United States Marshal for the Western District of Pennsylvania for the term of four years, vice Michael D. Baughman.",PA-W
117,2796,PN2796,congress.gov_api,2025,7,2022-11-29,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Attorney for the District of Kansas,Department of Justice,"Kate E. Brubacher, of Kansas, to be United States Attorney for the District of Kansas for the term of four years, vice Stephen R. McAllister, resigned.",KS-None
117,2797,PN2797,congress.gov_api,2025,7,2022-11-29,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Attorney for the Northern District of California,Department of Justice,"Ismail J. Ramsey, of California, to be United States Attorney for the Northern District of California for the term of four years, vice David L. Anderson, resigned.",CA-N
117,1690,PN1690,congress.gov_api,2025,7,2022-01-20,2022-12-22,Confirmed by the Senate by Yea-Nay Vote. 70 - 22. Record Vote Number: 406.,,Assistant Secretary of the Navy,Department of Defense,"Franklin R. Parker, of the District of Columbia, to be an Assistant Secretary of the Navy, vice Gregory J. Slavonic.",
117,2368,PN2368,congress.gov_api,2025,7,2022-07-12,2022-12-07,Confirmed by the Senate by Yea-Nay Vote. 63 - 28. Record Vote Number: 381.,,United States District Judge for the Eastern District of Pennsylvania,The Judiciary,"John Frank Murphy, of Pennsylvania, to be United States District Judge for the Eastern District of Pennsylvania, vice Lawrence F. Stengel, retired.",PA-E
117,2443,PN2443,congress.gov_api,2025,7,2022-08-01,2022-12-15,Confirmed by the Senate by Voice Vote.,,United States Attorney for the Middle District of Tennessee,Department of Justice,"Henry C. Leventis, of Tennessee, to be United States Attorney for the Middle District of Tennessee for the term of four years, vice Donald Q. Cochran, Jr., resigned.",TN-M
117,1657,PN1657,congress.gov_api,2025,7,2022-01-07,2022-12-15,Confirmed by the Senate by Yea-Nay Vote. 76 - 20. Record Vote Number: 392.,,Judge of the United States Court of Appeals for the Armed Forces,The Judiciary,"Musetta Tia Johnson, of Virginia, to be a Judge of the United States Court of Appeals for the Armed Forces for a term of fifteen years to expire on the date prescribed by law, vice Scott Wallace Stucky, term expired.",
